OBJECTID,PIC,Facility_Name,Facility_Address,City,STATE,ZIP_Code,Operational_Designation,Source,Full_Address,Confidence,Low_Income,longitude,latitude
2205,5884,ARCO #42009,1817 EUCLID AVE,SAN DIEGO,CALIFORNIA,92105,Service Station or Gas Station,ARB,,,,-117.08484100480834,32.7247353541534
2206,5876,NORTHPARK 76,3154 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92104,Service Station or Gas Station,ARB,,,,-117.12641200091298,32.75545485255961
2207,5877,UNITED PACIFIC #41,3252 UNIVERSITY AVE,SAN DIEGO,CALIFORNIA,92104,Service Station or Gas Station,ARB,,,YES,-117.12390592491835,32.74853297491704
2208,5885,UNITED PACIFIC #50,3927 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92105,Service Station or Gas Station,ARB,,,YES,-117.11009305325165,32.755059813659656
2209,8368,PEARSON FUEL DEPOT,4067 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92105,Service Station or Gas Station,ARB,,,YES,-117.10753078311896,32.75502981497418
2210,5865,G&M OIL COMPANY #106,1832 W WASHINGTON ST,SAN DIEGO,CALIFORNIA,92103,Service Station or Gas Station,ARB,,,YES,-117.18163347180713,32.74309554162614
2211,7575,PALA VISTA GAS,29200 VALLEY CENTER RD,VALLEY CENTER,CALIFORNIA,92082,Service Station or Gas Station,ARB,,,,-117.024456792247,33.23123251696729
2212,5887,USA #63111,4330 ORANGE AVE,SAN DIEGO,CALIFORNIA,92105,Service Station or Gas Station,ARB,,,YES,-117.10122216307224,32.75323295513695
2213,5890,7-ELEVEN INC #37990,4405 HOME AVE,SAN DIEGO,CALIFORNIA,92105,Service Station or Gas Station,ARB,,,,-117.0995568137958,32.72891625198362
2214,11436,QUICK MART,3105 FAIRMOUNT AVE,SAN DIEGO,CALIFORNIA,92105,Service Station or Gas Station,ARB,,,,-117.10086688769653,32.73860052319574
2215,9138,UNITED PACIFIC #17,27406 VALLEY CENTER RD,VALLEY CENTER,CALIFORNIA,92082,Service Station or Gas Station,ARB,,,,-117.0336276467983,33.20776280251149
2216,5891,Univerity ARCO,5401 UNIVERSITY AVE,SAN DIEGO,CALIFORNIA,92105,Service Station or Gas Station,ARB,,,,-117.07932328274313,32.74869540686772
2217,5892,GOOD POINT GASOLINE,1076 ROSECRANS ST,SAN DIEGO,CALIFORNIA,92106,Service Station or Gas Station,ARB,,,,-117.23208708974728,32.721234587506444
2218,5895,7-ELEVEN INC #22872,1826 ROSECRANS ST,SAN DIEGO,CALIFORNIA,92106,Service Station or Gas Station,ARB,,,,-117.22456700376402,32.730135643645276
2219,5894,RALPHS GROCERY CO FUEL CENTER #212,1704 ROSECRANS ST,SAN DIEGO,CALIFORNIA,92106,Service Station or Gas Station,ARB,,,,-117.22578406708091,32.72871375253786
2220,11320,HIGH SEAS FUEL DOCK INC,2540 SHELTER ISLAND DR,SAN DIEGO,CALIFORNIA,92106,Service Station or Gas Station,ARB,,,,-117.22636247954465,32.71993510492138
2221,5889,GIL MOORE OIL,4357 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92105,Service Station or Gas Station,ARB,,,YES,-117.10066730565147,32.7549661690536
2222,9300,OCEAN BEACH SHELL,4794 VOLTAIRE,SAN DIEGO,CALIFORNIA,92107,Service Station or Gas Station,ARB,,,,-117.24300003272519,32.74985627604651
2223,5893,USA #63116,1551 ROSECRANS ST,SAN DIEGO,CALIFORNIA,92106,Service Station or Gas Station,ARB,,,,-117.22727913602317,32.72675790065678
2224,5898,UNITED PACIFIC #36,2305 SUNSET CLIFFS BLVD,SAN DIEGO,CALIFORNIA,92107,Service Station or Gas Station,ARB,,,,-117.24178301617307,32.75141064718381
2225,5899,SUNSET GAS & MARKET,4792 POINT LOMA AVE,SAN DIEGO,CALIFORNIA,92107,Service Station or Gas Station,ARB,,,,-117.25467472755653,32.73626024261627
2226,5897,USA #63406,1902 SUNSET CLIFFS BLVD,OCEAN BEACH,CALIFORNIA,92107,Service Station or Gas Station,ARB,,,,-117.24758563087202,32.7448268696645
2227,5903,MISSON VALLEY SHELL,5465 MISSION CENTER RD,SAN DIEGO,CALIFORNIA,92108,Service Station or Gas Station,ARB,,,,-117.15407858875574,32.773632668313226
2228,5902,Body Beautiful Car Wash Inc,4282 CAMINO DEL RIO N,SAN DIEGO,CALIFORNIA,92108,Service Station or Gas Station,ARB,,,,-117.10222464185355,32.779904780381464
2229,8346,"H & K Petroleum, Inc.",305 E REDLANDS BLVD,SAN BERNARDINO,CALIFORNIA,92108,Service Station or Gas Station,ARB,,,,-117.28131376891513,34.06291707356426
2230,8832,MISSION VALLEY (LOC. NO. 488),2345 FENTON PKWY,SAN DIEGO,CALIFORNIA,92108,Hypermart,ARB,,,,-117.13027693543204,32.780201346215385
2231,5900,MISSION VALLEY CHEVRON,2290 CAMINO DEL RIO N,SAN DIEGO,CALIFORNIA,92108,Service Station or Gas Station,ARB,,,,-117.14082513677052,32.771429802343704
2232,5907,HAZARD CENTER AUTO MART,7698 FRIARS RD,SAN DIEGO,CALIFORNIA,92108,Service Station or Gas Station,ARB,,,,-117.15748662270933,32.77275931239257
2233,5920,USA #63097,833 TURQUOISE ST,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.25856753926034,32.80871558645531
2234,5915,MISSION BAY 76,2804 GARNET AVE,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.21889276009266,32.80621740830698
2235,5913,Pacific Beach Car Wash,2075 BALBOA AVE,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.23220571931832,32.80009292984504
2236,5921,ARCO #42029,985 TURQUOISE ST,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.25579945747879,32.809308234287776
2237,5918,7-ELEVEN INC #37954,4342 INGRAHAM ST,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.24019169638945,32.79747438013868
2238,5916,7-ELEVEN INC #20337,2805 GARNET AVE,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.2187649376516,32.80601257691902
2239,9221,VONS # 4627,1680 GARNET AVE,PACIFIC BEACH,CALIFORNIA,92109,Hypermart,ARB,,,,-117.23938494066229,32.80017308192235
2240,12904,CROWN POINT VP,3804 INGRAHAM ST,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.23760602949456,32.788931068913925
2241,5912,CALIFORNIA SUPER GAS NO. 2,1885 GARNET AVE,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.23562568637618,32.800882187463145
2242,5910,GARNET AVENUE CHEVRON,1575 GARNET AVE,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.24131955145603,32.79963557062528
2243,6052,CHEVRON STATION# 205126,9936 MERCY RD,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.11297420049883,32.93721552547625
2244,5925,BOB STIVERS SHELL,2290 MOORE ST,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,YES,-117.19309549586032,32.74813531449332
2245,5930,Sports Arena Fuels Inc,3580 SPORTS ARENA BLVD,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,YES,-117.21319633374364,32.753980530077605
2246,5928,MIDWAY M3 INC,3425 MIDWAY DR,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,,-117.21258380459872,32.7505370214666
2247,5932,ARCO #42104,3860 OLD TOWN AVE,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,YES,-117.19289980967838,32.74863980448355
2248,5911,MURPHY PETROLEUM,1875 GRAND AVE,SAN DIEGO,CALIFORNIA,92109,Service Station or Gas Station,ARB,,,,-117.23517760096534,32.79886529050092
2249,5931,SHELL #68598,3711 CAMINO DEL RIO WEST,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,YES,-117.20474133864168,32.75510873318166
2250,5934,SHELL #68599,4201 W PT LOMA BLVD,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,,-117.22655005653971,32.75273483774276
2251,5933,Loma Riviera 76,4049 W POINT LOMA BLVD,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,,-117.22267392815908,32.754006168849855
2252,5926,A Fine Enterprise & Co.,2940 LYTTON ST,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,,-117.21187667306987,32.743956489600535
2253,5927,CHEVRON STATION# 92239,2959 MIDWAY DR,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,,-117.20551148116975,32.74920574694791
2254,10666,G&M OIL COMPANY #174,7737 BALBOA AVE,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15679490466093,32.82163148960174
2255,5923,SHELL #68849,1330 MORENA BLVD,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,,-117.20257655536354,32.77243786231769
2256,12690,USA #63405,2505 MORENA BLVD,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,,-117.20585287281168,32.78848772472891
2257,5943,G&M OIL COMPANY #175,6949 LINDA VISTA RD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.17018860951659,32.78636131372387
2258,5939,SHELL #68606,6125 BALBOA AVE,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.1757849620062,32.82015472276249
2259,5941,7-ELEVEN INC #13643,6615 LINDA VISTA RD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.17490488904924,32.774060044135894
2260,5936,7-ELEVEN INC #33100,4080 CONVOY ST,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15492037847253,32.81672015161391
2261,5922,7-ELEVEN INC #37988,1083 MORENA BLVD,SAN DIEGO,CALIFORNIA,92110,Service Station or Gas Station,ARB,,,,-117.19953837569535,32.76839464889413
2262,5953,G&M OIL COMPANY #54,8110 BALBOA AVE,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.14860699022026,32.821973117765324
2263,5935,"Kearny Mesa 76, LLC",3860 KEARNY MESA RD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.1517682735868,32.81377009561362
2264,5952,7-ELEVEN INC #35439,7807 BALBOA AVE,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15490812341102,32.82161054978718
2265,5951,7-ELEVEN INC #19273,7801 CLAIREMONT MESA BLVD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15314243857256,32.83260733655946
2266,5954,KEARNY MESA MOBIL,8380 CLAIREMONT MESA BLVD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.14476585805781,32.832955750107935
2267,5949,SAN DIEGO CAR CARE-52 & CONVOY,7740 COPLEY PARK PL,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15349567248715,32.83603480216455
2268,5940,BALBOA PETROLEUM,6130 BALBOA AVE,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.1752257428736,32.82041801278118
2269,5942,LINDA VISTA GAS STATION INC,6936 LINDA VISTA RD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.17079093945014,32.785709576835686
2270,5950,SHELL #68609,7785 CLAIREMONT MESA BLVD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15364922093465,32.83260240827465
2271,5937,BALBOA CHEVRON,5790 BALBOA AVE,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.17910653783636,32.820280133221736
2272,5946,BALBOA 76,7647 BALBOA AVE,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15938883632556,32.82158234165199
2273,11922,MESA CHEVRON,7611 LINDA VISTA RD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15766515971923,32.801359982877045
2274,5944,G&M OIL COMPANY #161,7070 CLAREMONT MESA DR,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.16397299465784,32.832759909242625
2275,5961,JR GAS & MINI MART INC,505 S 30TH ST,SAN DIEGO,CALIFORNIA,92113,Service Station or Gas Station,ARB,,,YES,-117.12942849612806,32.70109187538994
2276,5945,MEGA FUEL,7153 CLAIREMONT MESA BLVD,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.1629352426672,32.83249918498956
2277,5947,BALBOA PETROLEUM,7731 BALBOA AVE,SAN DIEGO,CALIFORNIA,92111,Service Station or Gas Station,ARB,,,,-117.15723876505686,32.82162677625487
2278,5960,SHELL #68601,3890 DIVISION ST,SAN DIEGO,CALIFORNIA,92113,Service Station or Gas Station,ARB,,,YES,-117.10972781518637,32.68277794634528
2279,5861,HOMELAND PETROLEUM-IMPERIAL,4704 IMPERIAL AVE,SAN DIEGO,CALIFORNIA,92113,Service Station or Gas Station,ARB,,,YES,-117.09356345379022,32.704266971443815
2280,5955,SHELL,1145 S 28TH ST,SAN DIEGO,CALIFORNIA,92113,Service Station or Gas Station,ARB,,,YES,-117.13373267752091,32.69450590262543
2281,5956,UNITED PACIFIC #24,235 S 47TH ST,SAN DIEGO,CALIFORNIA,92113,Service Station or Gas Station,ARB,,,YES,-117.09365592568022,32.702893999858354
2282,5958,G&M OIL COMPANY #125,3502 NATIONAL AVE,SAN DIEGO,CALIFORNIA,92113,Service Station or Gas Station,ARB,,,YES,-117.11879917054506,32.69604648265921
2283,5968,SKYLINE CONVENIENCE STORE,7346 SKYLINE DR,SAN DIEGO,CALIFORNIA,92114,Service Station or Gas Station,ARB,,,,-117.04036699084382,32.70398749632609
2284,5959,G&M OIL COMPANY #45,3774 MAIN ST,SAN DIEGO,CALIFORNIA,92113,Service Station or Gas Station,ARB,,,YES,-117.11296998357771,32.683982670064374
2285,5963,BASE EXPRESS GAS,1050 CARDIFF ST,SAN DIEGO,CALIFORNIA,92114,Service Station or Gas Station,ARB,,,,-117.02575810315378,32.71711302244819
2286,5962,VALERO EUCLID,1025 EUCLID AVE,SAN DIEGO,CALIFORNIA,92114,Service Station or Gas Station,ARB,,,,-117.08485011943729,32.71602850840919
2287,5965,EXPRESS FUEL,5109 IMPERIAL AVE,SAN DIEGO,CALIFORNIA,92114,Service Station or Gas Station,ARB,,,YES,-117.08463148435536,32.7045616100305
2288,5966,USA #63124,6311 IMPERIAL AVE,SAN DIEGO,CALIFORNIA,92114,Service Station or Gas Station,ARB,,,,-117.06197994162088,32.709926793586796
2289,5967,UNITED PACIFIC #25,6839 IMPERIAL AVE,SAN DIEGO,CALIFORNIA,92114,Service Station or Gas Station,ARB,,,,-117.05024147406463,32.71146262879746
2290,5973,ARCO #67002,6098 UNIVERSITY AVE,SAN DIEGO,CALIFORNIA,92115,Service Station or Gas Station,ARB,,,,-117.06448526218497,32.752905801561724
2291,5970,WORLD OIL MARKETING COMPANY #57,4415 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92115,Service Station or Gas Station,ARB,,,YES,-117.09933729018364,32.75498801358612
2292,5971,AZTEC CHEVRON,5040 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92115,Service Station or Gas Station,ARB,,,,-117.08592260954066,32.75701899033429
2293,10557,ROLANDO CHEVRON,6385 UNIVERSITY AVE,SAN DIEGO,CALIFORNIA,92115,Service Station or Gas Station,ARB,,,,-117.05856335961118,32.75454364956991
2294,5964,"PARADISE FUEL, INC",495 MEADOWBROOK DR,SAN DIEGO,CALIFORNIA,92114,Service Station or Gas Station,ARB,,,,-117.03396407328316,32.70806258352155
2295,5978,TEXAS STREET VALERO,4616 TEXAS ST,SAN DIEGO,CALIFORNIA,92116,Service Station or Gas Station,ARB,,,,-117.13897680063873,32.761451106583486
2296,5975,7-ELEVEN INC #20174,6571 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92115,Service Station or Gas Station,ARB,,,,-117.05705210377141,32.766978604279295
2297,5974,ARCO #42068,6301 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92115,Service Station or Gas Station,ARB,,,,-117.0629535863388,32.763602849692035
2298,5976,76@70th,7006 EL CAJON BLVD,SAN DIEGO,CALIFORNIA,92115,Service Station or Gas Station,ARB,,,,-117.04688115993743,32.76879232460624
2299,8371,FAST FUEL,4505 CLAIREMONT MESA BLVD,SAN DIEGO,CALIFORNIA,92117,Service Station or Gas Station,ARB,,,,-117.1945136394927,32.83435565009341
2300,5969,7-ELEVEN INC #19987,3603 COLLEGE AVE,SAN DIEGO,CALIFORNIA,92115,Service Station or Gas Station,ARB,,,,-117.05880895906606,32.74595901089987
2301,5981,USA #63118,4202 CLAIREMONT MESA BLVD,SAN DIEGO,CALIFORNIA,92117,Service Station or Gas Station,ARB,,,,-117.2018253237795,32.83119562487837
2302,5977,7-ELEVEN INC #37989,3150 ADAMS AVE,SAN DIEGO,CALIFORNIA,92116,Service Station or Gas Station,ARB,,,,-117.12634822549006,32.763434123386325
2303,8370,CLAIREMONT AUTO CARE,4495 CLAIREMONT MESA BLVD,SAN DIEGO,CALIFORNIA,92117,Service Station or Gas Station,ARB,,,,-117.19508371254314,32.83435587132665
2304,5984,MORENA BLVD (LOC. NO. 401),4605 MORENA BLVD,SAN DIEGO,CALIFORNIA,92117,Hypermart,ARB,,,,-117.22490781084664,32.82041416638087
2305,5985,C & R FOOD MAR,5405 CLAIREMONT MESA BLV,SAN DIEGO,CALIFORNIA,92117,Service Station or Gas Station,ARB,,,,-117.17549599904096,32.83424524662103
2306,5982,CIRCLE K STORE 2705095,4360 GENESSE AVE,SAN DIEGO,CALIFORNIA,92117,Service Station or Gas Station,ARB,,,,-117.18365837183626,32.822266808466686
2307,5983,OLD TOWN FUEL CO.,4498 CLAIREMONT MESA BLV,SAN DIEGO,CALIFORNIA,92117,Service Station or Gas Station,ARB,,,,-117.19498339316891,32.834611035970674
2308,8763,CORONADO ISLAND express,400 ORANGE AVE,CORONADO,CALIFORNIA,92118,Service Station or Gas Station,ARB,,,,-117.17499065919141,32.69450379191666
2309,5979,BAY PARK SHELL,2606 CLAIREMONT DR,SAN DIEGO,CALIFORNIA,92117,Service Station or Gas Station,ARB,,,,-117.203135768201,32.79046726025611
2310,5980,UNITED PACIFIC #39,3766 CLAIREMONT MESA BLVD,SAN DIEGO,CALIFORNIA,92117,Service Station or Gas Station,ARB,,,,-117.20661608606335,32.82776626170384
2311,1344,CORONADO 76,900 ORANGE AVE,CORONADO,CALIFORNIA,92118,Service Station or Gas Station,ARB,,,,-117.17920391552815,32.68734952136351
2312,5986,VALERO GAS STATION,6953 NAVAJO RD,SAN DIEGO,CALIFORNIA,92119,Service Station or Gas Station,ARB,,,,-117.04577755778791,32.803841037933715
2313,5990,USA #63419,8787 LAKE MURRAY BLVD,SAN DIEGO,CALIFORNIA,92119,Service Station or Gas Station,ARB,,,,-117.01035620857203,32.802579387129214
2314,5991,G&M OIL COMPANY #178,8815 LAKE MURRAY BLVD,SAN DIEGO,CALIFORNIA,92119,Service Station or Gas Station,ARB,,,,-117.00979906507467,32.80326709240261
2315,5988,EXPRESS GAS,8602 LAKE MURRAY BLVD,SAN DIEGO,CALIFORNIA,92119,Service Station or Gas Station,ARB,,,,-117.01322166624672,32.79980421779061
2316,5987,MISSION TRAILS,7448 JACKSON DR,SAN DIEGO,CALIFORNIA,92119,Service Station or Gas Station,ARB,,,,-117.04553239090696,32.80309680217595
2317,5993,SAN DIEGO GASOLINE,5194 WARING RD,SAN DIEGO,CALIFORNIA,92120,Service Station or Gas Station,ARB,,,,-117.08124072278096,32.792344852233356
2318,5995,DEL CERRO CHEVRON,6301 DEL CERRO BLVD,SAN DIEGO,CALIFORNIA,92120,Service Station or Gas Station,ARB,,,,-117.06188706593517,32.78333600065613
2319,5989,G&M OIL COMPANY #108,8780 LAKE MURRAY BLVD,SAN DIEGO,CALIFORNIA,92119,Service Station or Gas Station,ARB,,,,-117.0106845294673,32.80268358438017
2320,5992,G&M OIL COMPANY #138,5103 WARING RD,SAN DIEGO,CALIFORNIA,92120,Service Station or Gas Station,ARB,,,,-117.08257880426827,32.79075043788258
2321,12652,7-ELEVEN INC #33694,5102 WARING RD,SAN DIEGO,CALIFORNIA,92120,Service Station or Gas Station,ARB,,,,-117.08268307616291,32.790816635179816
2322,6004,AMERICANA CAR WASH,9510 SCRANTON RD,SAN DIEGO,CALIFORNIA,92121,Service Station or Gas Station,ARB,,,,-117.20174162027938,32.893849203777975
2323,5996,7-ELEVEN INC #27623,6401 MISSION GORGE RD,SAN DIEGO,CALIFORNIA,92120,Service Station or Gas Station,ARB,,,,-117.09763375299512,32.789832016934284
2324,5997,ARCO #63102,6404 MISSION GORGE RD,SAN DIEGO,CALIFORNIA,92120,Service Station or Gas Station,ARB,,,,-117.09776208175452,32.79008010841045
2325,6002,Mira Mesa Oil Inc.,6795 MIRA MESA BLVD,SAN DIEGO,CALIFORNIA,92121,Service Station or Gas Station,ARB,,,,-117.17282102856745,32.90717351604509
2326,6001,VIPERWAY SHELL,6695 MIRA MESA BLVD,SAN DIEGO,CALIFORNIA,92121,Service Station or Gas Station,ARB,,,,-117.17435575491398,32.90689681443662
2327,8372,Nashs' Investment Inc,6011 MISSION GORGE RD,SAN DIEGO,CALIFORNIA,92120,Service Station or Gas Station,ARB,,,,-117.09811255025386,32.78337015870602
2328,6009,SAN DIEGO CAR CARE - COSTA VERDE,8505 COSTA VERDE BLVD,SAN DIEGO,CALIFORNIA,92122,Service Station or Gas Station,ARB,,,,-117.21641034076447,32.8666285915364
2329,6005,UNITED PACIFIC #35,3860 GOVERNOR DR,SAN DIEGO,CALIFORNIA,92122,Service Station or Gas Station,ARB,,,,-117.20521732012308,32.85471465006127
2330,5998,AY OIL INC,5706 MIRAMAR RD,SAN DIEGO,CALIFORNIA,92121,Service Station or Gas Station,ARB,,,,-117.1850404877282,32.87697183917921
2331,6000,ARCO AM PM,6616 MIRAMAR RD,SAN DIEGO,CALIFORNIA,92121,Service Station or Gas Station,ARB,,,,-117.17194261935626,32.87787515601383
2332,6008,UNITED PACIFIC #46,3918 GOVERNOR DR,SAN DIEGO,CALIFORNIA,92122,Service Station or Gas Station,ARB,,,,-117.20416825466108,32.85472395714515
2333,6007,UNIVERSITY CITY SERVICE CENTER,3901 GOVERNOR DR,SAN DIEGO,CALIFORNIA,92122,Service Station or Gas Station,ARB,,,,-117.20440660737886,32.85449692059662
2334,6014,BARTON PETROLEUM,3770 MURPHY CANYON RD,SAN DIEGO,CALIFORNIA,92123,Service Station or Gas Station,ARB,,,,-117.11599408615803,32.81404257940173
2335,6006,UNIVERSITY CITY MOBIL,3861 GOVERNOR DR,SAN DIEGO,CALIFORNIA,92122,Service Station or Gas Station,ARB,,,,-117.20517044655872,32.85449127465281
2336,6003,SAN DIEGO OIL INC,8210 CAMINO SANTA FE,SAN DIEGO,CALIFORNIA,92121,Service Station or Gas Station,ARB,,,,-117.17267298037358,32.879053910909406
2337,6013,StoneCrest Gas & Wash Inc,3690 MURPHY CANYON ROAD,SAN DIEGO,CALIFORNIA,92123,Service Station or Gas Station,ARB,,,,-117.11641500664714,32.8120651491875
2338,6011,M FUEL II,3377 SANDROCK RD,SAN DIEGO,CALIFORNIA,92123,Service Station or Gas Station,ARB,,,,-117.13986083960587,32.804192156642884
2339,6012,7-ELEVEN INC #25165,3385 SANDROCK RD,SAN DIEGO,CALIFORNIA,92123,Service Station or Gas Station,ARB,,,,-117.13997853927796,32.804513371994766
2340,6017,7-ELEVEN INC #32606,9609 AERO DR,SAN DIEGO,CALIFORNIA,92123,Service Station or Gas Station,ARB,,,,-117.12207545651692,32.808168493781174
2341,6016,ARCO #42048,8820 CLAIRMONT MESA,SAN DIEGO,CALIFORNIA,92123,Service Station or Gas Station,ARB,,,,-117.13644944128859,32.83151622509393
2342,6021,7-ELEVEN INC #37992,5970 SANTO RD,SAN DIEGO,CALIFORNIA,92124,Service Station or Gas Station,ARB,,,,-117.09798973074132,32.83905236217691
2343,6019,CIRCLE K MOBIL OF TIERRASANTA,10496 CLAIREMONT MESA BL,SAN DIEGO,CALIFORNIA,92124,Service Station or Gas Station,ARB,,,,-117.10347748829531,32.829436874712115
2344,6020,TIERRASANTA TOWN CENTER GAS,10585 TIERRASANTA BLVD,SAN DIEGO,CALIFORNIA,92124,Service Station or Gas Station,ARB,,,,-117.10136769676163,32.82305893941871
2345,6028,SHELL #68611,8920 MIRAMAR RD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.13310382927813,32.89374057017133
2346,6015,EBK Petroleum,5345 KEARNY VILLA RD,SAN DIEGO,CALIFORNIA,92123,Service Station or Gas Station,ARB,,,,-117.14029854773965,32.83065540032672
2347,6029,Mira Mesa am/pm,9320 MIRA MESA BLVD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.12421440227267,32.91728520265015
2348,6034,SHELL #68604,9840 MIRAMAR RD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.11791326728331,32.89376595623405
2349,6030,USA #63425,9393 KEARNEY MESA RD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.1182794199591,32.893485931630615
2350,6031,SAN DIEGO CAR CARE - SCRIPPS MIRAMAR,9650 MIRAMAR RD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.12118211406315,32.89385306456744
2351,6033,MIRAMAR MOBIL,9790 MIRAMAR RD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.11849183982636,32.893904686552226
2352,6032,CARROLL CENTRE INC,9720 CARROLL CENTRE RD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.12216038039706,32.89900647666779
2353,6027,MIRA MESA 76,8901 MIRA MESA BLVD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.1326988411784,32.91377946545014
2354,6022,CIRCLE K STORE 2708688,10520 CAMINO RUIZ,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.14516003810512,32.90871567888562
2355,8365,TIERRASANTA 76,10821 TIERRASANTA BLVD,SAN DIEGO,CALIFORNIA,92124,Service Station or Gas Station,ARB,,,,-117.09805616366087,32.821419185747025
2356,6023,7-ELEVEN INC #25629,11205 CAMINO RUIZ,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.14386956312964,32.92519360689967
2357,9286,SHELL #68603,9490 MIRA MESA,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.12092690625157,32.91737564566968
2358,6037,UNITED PACIFIC #5703,17011 W BERNARDO DR,SAN DIEGO,CALIFORNIA,92127,Service Station or Gas Station,ARB,,,,-117.08205294908417,33.024098698296505
2359,6026,SHELL #68605,8345 MIRA MESA RD,SAN DIEGO,CALIFORNIA,92126,Service Station or Gas Station,ARB,,,,-117.14428411102278,32.91257886692143
2360,6035,4S RANCH SHELL,16629 DOVE CANYON RD,SAN DIEGO,CALIFORNIA,92127,Service Station or Gas Station,ARB,,,,-117.11171426290277,33.0152222053407
2361,13120,CARMEL MOUNTAIN (LOC. NO. 452),12350 CARMEL MOUNTAIN RD,SAN DIEGO,CALIFORNIA,92128,Hypermart,ARB,,,,-117.07560921579253,32.98771985528725
