OBJECTID,PIC,Facility_Name,Facility_Address,City,STATE,ZIP_Code,Operational_Designation,Source,Full_Address,Confidence,Low_Income,longitude,latitude
2362,6044,SABRE SPRINGS ARCO AM/PM,12610 SABRE SPRINGS PKWY,SAN DIEGO,CALIFORNIA,92128,Service Station or Gas Station,ARB,,,,-117.09604052395088,32.948051428031185
2363,6040,RANCHO BERNARDO AM/PM,11891 RANCHO BERNARDO RD,SAN DIEGO,CALIFORNIA,92128,Service Station or Gas Station,ARB,,,,-117.07470411650158,33.022749060520965
2364,6043,RANCHO BERNARDO SHELL AUTOCARE,12507 RANCHO BERNARDO RD,SAN DIEGO,CALIFORNIA,92128,Service Station or Gas Station,ARB,,,,-117.06071146406263,33.01860621660374
2365,6036,"BHCW, Inc.",16998 W BERNARDO DR,SAN DIEGO,CALIFORNIA,92127,Service Station or Gas Station,ARB,,,,-117.08220067442141,33.02366766403167
2366,6041,CIRCLE K STORE 2709452,11898 RANCHO BERNARDO RD,SAN DIEGO,CALIFORNIA,92128,Service Station or Gas Station,ARB,,,,-117.07450428714296,33.02298705261059
2367,6042,SHELL #68607,12174 CARMEL MOUNTAIN RD,SAN DIEGO,CALIFORNIA,92128,Service Station or Gas Station,ARB,,,,-117.07565583754672,32.985259951385835
2368,6046,SAN DIEGO CAR CARE - RANCHO BERNARDO,16757 BERNARDO CENTER DR,SAN DIEGO,CALIFORNIA,92128,Service Station or Gas Station,ARB,,,,-117.0754130961373,33.01818635281804
2369,6039,SHELL #68602,11815 CARMEL MTN RD,SAN DIEGO,CALIFORNIA,92128,Service Station or Gas Station,ARB,,,,-117.07779036493326,32.980485125987975
2370,9307,UNITED PACIFIC #43,12929 RANCHO PENASQUITOS BLVD,SAN DIEGO,CALIFORNIA,92129,Service Station or Gas Station,ARB,,,,-117.10784291621746,32.95226177146369
2371,6050,SHELL #68608,9205 TWIN TRAILS DR,SAN DIEGO,CALIFORNIA,92129,Service Station or Gas Station,ARB,,,,-117.12846144344073,32.95722079690242
2372,6049,RANCHO PENASQUITOS 76,12860 RANCHO PENASQUITOS BLVD,SAN DIEGO,CALIFORNIA,92129,Service Station or Gas Station,ARB,,,,-117.10771695447372,32.95116089695798
2373,6051,CIRCLE K STORE 2709423,9370 PASEO MONTALBAN,SAN DIEGO,CALIFORNIA,92129,Service Station or Gas Station,ARB,,,,-117.12361157501408,32.959564049741296
2374,6048,CIRCLE K STORE 2709503,12849 RANCHO PENASQUITOS,SAN DIEGO,CALIFORNIA,92129,Service Station or Gas Station,ARB,,,,-117.10717522805419,32.95045016004712
2375,6038,SAN DIEGO CAR CARE - CARMEL MOUNTAIN RANCH,11030 RANCHO CARMEL DR,SAN DIEGO,CALIFORNIA,92128,Service Station or Gas Station,ARB,,,,-117.08269239943456,32.97715700219414
2376,9595,CIRCLE K STORE 2709485,13007 CAMINO DEL SUR,SAN DIEGO,CALIFORNIA,92129,Service Station or Gas Station,ARB,,,,-117.1527929476363,32.956898032918026
2377,6054,DEL MAR HEIGHTS SHELL,3015 DEL MAR HEIGHTS RD,SAN DIEGO,CALIFORNIA,92130,Service Station or Gas Station,ARB,,,,-117.2417622373372,32.95059408035265
2378,6060,USA #68201,12010 SCRIPPS HIGHLAND DR,SAN DIEGO,CALIFORNIA,92131,Service Station or Gas Station,ARB,,,,-117.107741018533,32.936613146979326
2379,6056,ASSET GAS INC,3170 CARMEL VALLEY RD,SAN DIEGO,CALIFORNIA,92130,Service Station or Gas Station,ARB,,,,-117.23916174242031,32.933730917847754
2380,6061,SCRIPPS ARCO,12033 SCRIPPS SUMMIT DR,SAN DIEGO,CALIFORNIA,92131,Service Station or Gas Station,ARB,,,,-117.10063949591586,32.93782096166826
2381,6047,CHEVRON STATION# 96929,11095 CARMEL MT RD,SAN DIEGO,CALIFORNIA,92129,Service Station or Gas Station,ARB,,,,-117.09019168230013,32.97737660045
2382,6057,CARMEL VALLEY SHELL,3861 VALLEY CENTRE DR,SAN DIEGO,CALIFORNIA,92130,Service Station or Gas Station,ARB,,,,-117.2311074159743,32.93763910975738
2383,6055,CARMEL VALLEY SHELL,3060 CARMEL VALLEY RD,SAN DIEGO,CALIFORNIA,92130,Service Station or Gas Station,ARB,,,,-117.23968040932328,32.93342214101922
2384,6053,SAN DIEGO CAR CARE - DEL MAR HIGHLANDS,12889 EL CAMINO REAL,SAN DIEGO,CALIFORNIA,92130,Service Station or Gas Station,ARB,,,,-117.23386353947063,32.951999518363365
2385,6058,MARKET AT THE RANCH,10299 SCRIPPS TRL STE A,SAN DIEGO,CALIFORNIA,92131,Service Station or Gas Station,ARB,,,,-117.0797707503197,32.912840364591304
2386,6059,CIRCLE K STORE 2709476,10555 SCRIPPS POWAY PKWY,SAN DIEGO,CALIFORNIA,92131,Service Station or Gas Station,ARB,,,,-117.10048178180867,32.93713250815884
2387,6083,CHEVRON STATION# 203188,604 DENNERY RD,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.03246300226559,32.58352964847466
2388,6089,OTAY CENTER ARCO,2510 OTAY CENTER DRIVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-116.94236889001215,32.55366553843404
2389,6070,USA #63099,1890 PALM AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.09284588383026,32.583979282518044
2390,6087,NOIL USA INC,1605 CACTUS RD,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-116.98821856273631,32.56786142956158
2391,6062,THURSTON COMPANY SOUTH #256918,2919 ALTA VIEW DR,SAN DIEGO,CALIFORNIA,92139,Service Station or Gas Station,ARB,,,,-117.03945653878809,32.67597319640604
2392,6069,PALM SHELL,1881 PALM AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.0930869192258,32.5836680388491
2393,6082,OTAY MESA ARCO,4604 PALM AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.03348387308213,32.58394097229818
2394,6068,7-ELEVEN INC #27771,1771 ORO VISTA RD,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.07887394008014,32.56472867988481
2395,6079,G&M OIL COMPANY #172,3302 PALM AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.06167669202557,32.583796184146756
2396,6088,ARCO AM PM/ HERITAGE PETROLEUM INC,1625 HERITAGE RD,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-116.99677667680203,32.567440908371466
2397,6078,OTAY 76 TRUCK STOP,2535 OTAY CENTER DR,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-116.94208048552582,32.55322945177795
2398,6066,7-ELEVEN INC #13588,1285 PICADOR BLVD,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.05394309259952,32.573701538795184
2399,6076,SHELL #68597,2435 OTAY CENTER DR,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-116.942750895937,32.555249657346
2400,6065,CFO HOLLISTER,1102 HOLLISTER ST,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.08412942882995,32.576393600884174
2401,6067,CIRCLE A,1291 HOLLISTER ST,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.08402342124376,32.57294536633583
2402,6073,Alborz Petroleum Inc,2310 ROLL DR,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-116.93762377461736,32.5562445017825
2403,6080,DEL SOL ARCO,3724 DEL SOL BLVD,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.05388412405294,32.57346482284352
2404,6077,CORONADO SHELL,2485 CORONADO AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.07988294973819,32.576423287504944
2405,6075,PFG SAN DIEGO INC,2432 CORONADO AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.08034456634856,32.57652178755061
2406,10935,PRIMERA MARKET & GAS,120 E CALLE PRIMERA,SAN DIEGO,CALIFORNIA,92173,Service Station or Gas Station,ARB,,,,-117.04452834011069,32.55053928276185
2407,6081,SOBAY CHEVRON,4360 PALM AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.03910699389252,32.58378578888328
2408,6084,FLYERS,8289 OTAY MESA RD,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-116.9647483689419,32.567630429700735
2409,6071,ARCO #42070,2255 PALM AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.08513525938459,32.58367249768783
2410,6567,PFG SAN YSIDRO INC,220 SYCAMORE RD,SAN YSIDRO,CALIFORNIA,92173,Service Station or Gas Station,ARB,,,,-117.04511187061624,32.55052677319216
2411,6570,7-ELEVEN INC #26909,4210 BEYER BLVD,SAN DIEGO,CALIFORNIA,92173,Service Station or Gas Station,ARB,,,YES,-117.04435206669437,32.55833639950537
2412,6072,SOUTH BAY ARCO,2290 CORONADO AVE,SAN DIEGO,CALIFORNIA,92154,Service Station or Gas Station,ARB,,,,-117.08420830027268,32.57657827756564
2413,2680,GAS-N-SAVE,81485 MILES AVE,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,,-116.24290999100315,33.72202325047275
2414,6566,SAN YSIDRO 76,121 SAN YSIDRO BLVD,SAN YSIDRO,CALIFORNIA,92173,Service Station or Gas Station,ARB,,,YES,-117.04508493682022,32.5526514790827
2415,8405,San Ysidro Shell,108 W SAN YSIDRO BLVD,SAN YSIDRO,CALIFORNIA,92173,Service Station or Gas Station,ARB,,,YES,-117.04499243795051,32.55236837699921
2416,2675,CHIRIACO SUMMIT CHEVRON #98287,62450 CHIRIACO RD,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,,-115.71873432772693,33.66122144131665
2417,6569,SHELL #68616,314 E SAN YSIDRO BLVD,SAN DIEGO,CALIFORNIA,92173,Service Station or Gas Station,ARB,,,,-117.0392753047114,32.551327860492584
2418,6571,SAN YSIDRO ARCO,779 W SAN YSIDRO BLVD,SAN YSIDRO,CALIFORNIA,92173,Service Station or Gas Station,ARB,,,,-117.05934244050106,32.55780209249273
2419,6568,ST. CLAIR ENTERPRISES,301 E SAN YSIDRO BLVD,SAN YSIDRO,CALIFORNIA,92173,Service Station or Gas Station,ARB,,,,-117.03979673882827,32.55170968925094
2420,2673,CIRCLE K STORE 2700538,43955 CLINTON ST,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,,-116.24284914017548,33.72962987731717
2421,11976,ONE STOP SHOP,84051 INDIO BLVD,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,,-116.19845261899299,33.70786464164013
2422,2672,UNITED PACIFIC #1740,43502 MONROE ST,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,,-116.2336952882068,33.734175607618354
2423,13117,ARCO AMPM 83239,42334 JEFFERSON ST,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,,-116.26594102695667,33.739407407326155
2424,2681,7-ELEVEN INC #37980,81831 US HWY 111,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,YES,-116.23759094536567,33.711755005389385
2425,11633,I-10 MOBIL,43411 MONROE ST,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,YES,-116.23383009838018,33.735094986344755
2426,2676,CIRCLE K STORE 2709484,79985 HWY 111,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,,-116.26917489100826,33.70724520210454
2427,13448,ARCO 42960,44333 GOLF CENTER,INDIO,CALIFORNIA,92203,Service Station or Gas Station,ARB,,,,-116.1996778139798,33.7278313411437
2428,2687,HILLES UNION 76,40010 WASHINGTON STREET,BERMUDA DUNES,CALIFORNIA,92203,Service Station or Gas Station,ARB,,,,-116.30265034563674,33.75763094191459
2429,12759,UNITED PACIFIC #7965 (FORMERLY 8680),80980 HWY 111,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,,-116.25181810771936,33.7074852167695
2430,13343,RALPHS GROCERY CO FUEL CENTER #681,42150 WASHINGTON ST,BERMUDA DUNES,CALIFORNIA,92203,Hypermart,ARB,,,,-116.30376188430336,33.74248603220485
2431,4759,CIRCLE K STORE 2709481,75000 GERALD FORD DR,PALM DESERT,CALIFORNIA,92211,Service Station or Gas Station,ARB,,,,-116.35514961726089,33.78165923968245
2432,8637,COACHELLA VALLEY (LOC. NO. 441),72800 DINAH SHORE DR,PALM DESERT,CALIFORNIA,92211,Hypermart,ARB,,,,-116.39106094050987,33.80200132250332
2433,4762,CIRCLE K STORE 2709424,78005 COUNTRY CLUB DR,PALM DESERT,CALIFORNIA,92211,Service Station or Gas Station,ARB,,,,-116.30359682992962,33.75795846151404
2434,4764,G&M OIL COMPANY #145,78415 VARNER RD,PALM DESERT,CALIFORNIA,92211,Service Station or Gas Station,ARB,,,,-116.2959480680487,33.75935717079698
2435,4763,ARCO AMPM #82794,78355 VARNER RD,PALM DESERT,CALIFORNIA,92211,Service Station or Gas Station,ARB,,,,-116.29679883299956,33.76076313401167
2436,4761,Palm Desert Shell,77920 AVENUE OF THE STATES,PALM DESERT,CALIFORNIA,92211,Service Station or Gas Station,ARB,,,,-116.30542100667395,33.740819665795144
2437,2682,G&M OIL COMPANY #147,82003 HWY 111,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,YES,-116.23359038948473,33.71444236582268
2438,2684,ARCO AMPM 82649,82338 US HWY 111,INDIO,CALIFORNIA,92201,Service Station or Gas Station,ARB,,,YES,-116.2279379435811,33.71496621551855
2439,4765,ARCO AMPM 82962,74950 GERALD FORD DR,PALM DESERT,CALIFORNIA,92211,Service Station or Gas Station,ARB,,,,-116.36173528785311,33.78662921976287
2440,502,Highland Springs Mobil,300 S HIGHLAND SPRINGS AVE,BANNING,CALIFORNIA,92220,Service Station or Gas Station,ARB,,,,-116.94666913777039,33.9244195089534
2441,508,GSNA SHAI INC,832 E RAMSEY ST,BANNING,CALIFORNIA,92220,Service Station or Gas Station,ARB,,,YES,-116.86753275203472,33.92532242828767
2442,499,22ND STREET SHELL,2192 W RAMSEY ST,BANNING,CALIFORNIA,92220,Service Station or Gas Station,ARB,,,YES,-116.90069221457388,33.925489185078014
2443,503,G&M OIL COMPANY #25,3230 W RAMSEY ST,BANNING,CALIFORNIA,92220,Service Station or Gas Station,ARB,,,,-116.91255407630945,33.92568180637043
2444,506,ACRO - PIPLINE PEROLEUM BANNING LLC,780 E RAMSEY ST,BANNING,CALIFORNIA,92220,Service Station or Gas Station,ARB,,,YES,-116.86818445744662,33.92532782961583
2445,500,ARCO AM-PM,2228 W RAMSEY ST,BANNING,CALIFORNIA,92220,Service Station or Gas Station,ARB,,,YES,-116.90122288832552,33.925528356848346
2446,507,G&M OIL COMPANY #20,827 W RAMSEY ST,BANNING,CALIFORNIA,92220,Service Station or Gas Station,ARB,,,YES,-116.88581123699886,33.925543180373644
2447,12936,RETAIL FUEL STATION,450 E FIRST ST,BEAUMONT,CALIFORNIA,92223,Service Station or Gas Station,ARB,,,YES,-116.97641066931679,33.92176818975034
2448,539,USA #63349,401 E SIXTH ST,BEAUMONT,CALIFORNIA,92223,Service Station or Gas Station,ARB,,,YES,-116.97715040666577,33.929364420431874
2449,540,BEAUMONT GAS MART INC,501 HIGHLAND SPRINGS AVE,BEAUMONT,CALIFORNIA,92223,Service Station or Gas Station,ARB,,,,-116.94697676886265,33.9315743146031
2450,13202,"Beaumont Service Station, Inc",97 BEAUMONT AVE,BEAUMONT,CALIFORNIA,92223,Service Station or Gas Station,ARB,,,,-116.97727587827899,33.92164864017276
2451,538,BEAUMONT GAS MART,1696 E 6TH ST,BEAUMONT,CALIFORNIA,92223,Service Station or Gas Station,ARB,,,,-116.94698950686009,33.9295475988428
2452,541,BEAUMONT 76,502 BEAUMONT AVE,BEAUMONT,CALIFORNIA,92223,Service Station or Gas Station,ARB,,,YES,-116.97710024697871,33.92793809836476
2453,637,MESA DRIVE FUELS,13015 MESA DR,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,,-114.72731635676435,33.611086364144604
2454,501,G&M OIL COMPANY #154,290 N HIGHLAND SPRINGS RD,BANNING,CALIFORNIA,92220,Service Station or Gas Station,ARB,,,,-116.94683361477934,33.930745419365856
2455,647,AUJLA AND BLYTHE LP,400 S LOVEKIN BLVD,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.60532766853696,33.60470242497719
2456,537,NINOD SHELL,10501 BEAUMONT AVE,CHERRY VALLEY,CALIFORNIA,92223,Service Station or Gas Station,ARB,,,,-116.97736510181784,33.968829455215385
2457,11410,QUIK CHEK LOVEKIN,301 S LOVEKIN BLVD,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.60549942645723,33.606493685635336
2458,649,BLYTHE 7TH STREET 76,761 E HOBSON WAY,BLYTHE,CALIFORNIA,92225,Other,ARB,,,,-114.5885786075166,33.61054690941248
2459,8684,LOVEKIN VALERO,310 S LOVEKIN BLVD,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.60536395078556,33.60632378391574
2460,13388,BRIANS BAJA SHELL,1902 E HOBSONWAY,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.58601744894592,33.61048408727099
2461,643,BRIAN'S FREEWAY SHELL,201 S LOVEKIN BLVD,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.60554063519203,33.6084134252396
2462,639,DYNAMIC GAS,945 E HOBSONWAY,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,,-114.58699023481138,33.61057592783703
2463,645,CHEVRON STATION# 91045,321 S LOVEKIN BLVD,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.6054917273612,33.60614979477741
2464,12970,QUIK CHEK EAST,1900 E HOBSONWAY,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.5860195506616,33.6104840486002
2465,644,E-Z STOP,220 S LOVEKIN BLVD,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.60540584930042,33.6080499210673
2466,638,PARKER OIL PRODUCTS,391 S MAIN ST,BLYTHE,CALIFORNIA,92225,Service Station or Gas Station,ARB,,,YES,-114.59947324029764,33.60504309626202
2467,673,GOYAL ENTERPRISES INC,610 S BRAWLEY AVE,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,,-115.54184095389678,32.97274580237705
2468,671,7-ELEVEN INC #23229,184 W MAIN ST,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,,-115.54331008009598,32.97853578160125
2469,666,1691 MAIN ST INC,1691 E MAIN ST,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,YES,-115.50978289826199,32.9787067256351
2470,675,GARCIA'S MAKET #784,1198 E MAIN ST,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,YES,-115.52215758940108,32.97854915901665
2471,674,FILLCO,977 E MAIN ST,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,YES,-115.52691013139727,32.97875690870462
2472,672,7-ELEVEN INC #22818,580 S 1ST ST,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,,-115.5415341393889,32.973325989203246
2473,669,BRAWLEY SHELL,395 W MAIN,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,,-115.54787709285341,32.978707856982176
2474,668,USA #68107,201 W MAIN ST,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,,-115.54363071898237,32.97875712903847
2475,667,USA #68108,104 W MAIN,BRAWLEY,CALIFORNIA,92227,Service Station or Gas Station,ARB,,,,-115.54184554853312,32.97853578160125
2476,775,CHEVRON STATION# 207497,48320 SEMINOLE DR,CABAZON,CALIFORNIA,92230,Service Station or Gas Station,ARB,,,,-116.82281438957229,33.932089710671754
2477,9124,CABAZON SHELL,50876 SEMINOLE DR,CABAZON,CALIFORNIA,92230,Service Station or Gas Station,ARB,,,,-116.77455872460534,33.920009568187254
2478,8962,GASTRAK OF CALEXICO LLC,435 S MENVIELLE RD,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,,-115.38882751757578,32.682311832225444
2479,800,CALEXICO SOCO #2,940 IMPERIAL AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.49858895131887,32.67688268888519
2480,784,ARCO #63426,444 IMPERIAL AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.49858313000732,32.66926931262882
2481,792,7-ELEVEN INC #32300,168 E COLE BLVD,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,,-115.49694357958239,32.693934412243536
2482,793,FILLCO,324 S IMPERIAL AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.49859211333522,32.66801888896075
2483,795,AUTUNEZ SHELL GAS STATION,500 S IMPERIAL AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.49859988977292,32.66987611129374
2484,8792,ARCO AM/PM,1025 KLOKE AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.51601230782164,32.675438008057775
2485,788,CALEXICO SOCO #1,250 IMPERIAL AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.49859736357729,32.66725550034121
2486,10634,WORTHY'S GAS,724 EMERSON AVE STE A,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.49989772390067,32.672939714796264
2487,790,FILLCO,1011 S IMPERIAL AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.49876893533794,32.67785084683925
2488,798,CALEXICO OIL,832 W BIRCH ST,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.5143534498517,32.679251623663674
2489,787,USA #68112,824 IMPERIAL AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.4986361684243,32.67506863670839
2490,799,7-ELEVEN INC #23409,904 IMPERIAL AVE,CALEXICO,CALIFORNIA,92231,Service Station or Gas Station,ARB,,,YES,-115.49860489450016,32.676220777067435
2491,9421,CALIPATRIA QUEEN MARKET # 788,101 E MAIN ST,CALIPATRIA,CALIFORNIA,92233,Service Station or Gas Station,ARB,,,YES,-115.51690663773095,33.2401564194834
2492,979,CATHEDRAL CITY PETROLEUM,34021 DATE PALM DR,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,YES,-116.45818636231063,33.801153792413714
2493,13191,MV FOOD MART,915 CAMINO DEL RIO S,SAN DIEGO,CALIFORNIA,92108,Service Station or Gas Station,ARB,,,,-117.15620968343002,32.76422818068621
2494,976,ARCO AMPM 83212,27900 DATE PALM DR,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,,-116.45827071512127,33.846334538608204
2495,981,ARCO AMPM 42631,67625 E PALM CANYON DR,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,YES,-116.48149525100493,33.78785141461129
2496,12174,GSE 76 RAMON,68450 RAMON RD,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,YES,-116.46759834938413,33.81603705786411
2497,980,HZAZ,36001 DATE PALM DR,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,YES,-116.45818159860175,33.786936489327715
2498,983,Ramon Canyon AM/PM,68500 RAMON RD,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,YES,-116.46685533580498,33.81604164890314
2499,978,KANGAROO FOOD MART,28201 DATE PALM DR,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,,-116.45851190879739,33.84260137905053
2500,977,LIGHT PETROLEUM INC.,28051 DATE PALM DR,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,,-116.45854446515477,33.844334262916085
2501,985,CIRCLE K STORE 2709489,68990 RAMON RD,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,YES,-116.45853879223134,33.816079284631385
2502,8002,7-ELEVEN INC #37978,67890 E PALM CANYON DR,CATHEDRAL CITY,CALIFORNIA,92234,Service Station or Gas Station,ARB,,,YES,-116.47734569544735,33.78559603183164
2503,1196,COACHELLA OIL CORPORATION,46651 DILLON RD,COACHELLA,CALIFORNIA,92236,Service Station or Gas Station,ARB,,,,-116.17992301183736,33.70922195962596
2504,1193,G&M OIL COMPANY #148,45760 DILLON RD,COACHELLA,CALIFORNIA,92236,Service Station or Gas Station,ARB,,,,-116.16975066416163,33.71751323404871
